ID alpha delta x y v ev bv ebv ub eub vi evi d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
11 250.068568 -43.376884 1127.41 1148.12 11.4 0.003 1.534 0.003 1.305 0.004 1.747 0.005 0.8280 0.019610 -0.013350 -0.014364 222.9 "Gaia DR2 5967636163353633664" 250.06859204674 0.0502 -43.37711522415 0.0499 1635721458409799680 5967636163353633664 1478778221 2015.5 0.5050 0.0557 9.0709 1.569 0.102 -0.342 0.084 -0.2657 -0.1283 -0.4978 0.1744 -0.4284 0.3743 -0.8646 -0.2602 0.5086 -0.5447 240 240 236 4 7.1331 419.75 0.000 0 31 0 295.6039 1.4010 0.0086 0.024 29 12 0.074788 0 36 0 276 9.938e+05 304 3269.259 10.6951 0.0003 30 3.009e+05 246.6 1220.563 11.6552 0.0009 31 1.011e+06 605.3 1670.216 9.7500 0.0007 1.320 0 1.9052 0.9601 0.9451 "" "" 0 "" "" "" NOT_AVAILABLE 340.62635319853 2.13012383129 254.60917011902 -20.99696318600 100001 4008.01 3921.29 4076.96 0.7260 0.3216 1.2014 0.4150 0.1520 0.6543 200111 33.18 32.07 34.67 255.980 218.218 293.743 250.06858275100 1.5852 -43.37711375380 1.3077
12 250.168967 -43.383598 466.754 1208.3 11.458 0.002 1.424 0.003 1.18 0.004 1.689 0.011 3.1914 0.063757 0.060387 -0.020454 108.7 "Gaia DR2 5967635544878267520" 250.17004822344 0.0408 -43.38317635862 0.0384 1635721458409799680 5967635544878267520 1247496251 2015.5 0.6797 0.0412 16.4799 1.551 0.087 -0.289 0.065 -0.2168 0.0276 -0.6075 0.1940 -0.3429 0.2969 -0.8543 -0.2742 0.4196 -0.4581 290 290 281 9 5.5633 427.53 0.000 0 31 0 345.0725 1.4162 0.0070 0.068 33 12 0.065121 0 37 0 298 8.921e+05 269.2 3313.871 10.8124 0.0003 33 2.845e+05 256.8 1107.659 11.7162 0.0010 35 8.802e+05 548 1606.168 9.9005 0.0007 1.306 1 1.8158 0.9039 0.9119 -7.56 0.39 9 5000.0 2.5 0.2 NOT_AVAILABLE 340.67069186779 2.07087018423 254.68826032355 -20.99227642001 100002 4068.69 3912.34 4201.68 0.8625 0.5679 1.1342 0.4147 0.2229 0.5617 200111 22.23 20.84 24.04 121.957 111.236 132.679 250.17003903300 1.3516 -43.38317511320 1.0122
13 250.002891 -43.441743 1559.58 1729.5 11.477 0.003 0.503 0.003 -0.363 0.001 0.836 0.003 1.9652 0.100291 -0.061039 -0.079577 217.5 "Gaia DR2 5967641763990952576" 250.00289103305 0.0454 -43.44229868983 0.0366 1635721458409799680 5967641763990952576 487714603 2015.5 0.5177 0.0496 10.4344 -1.891 0.089 -2.292 0.060 -0.0265 -0.1247 -0.4594 -0.0751 -0.1041 -0.0325 -0.7204 -0.1347 0.2842 -0.2332 284 284 270 14 17.1973 889.31 0.078 2.6 31 1 103.5548 1.6346 0.0084 0.095 32 12 0.057089 0 35 0 284 6.04e+05 566.7 1065.668 11.2359 0.0010 32 3.220e+05 672.2 479.108 11.5816 0.0023 29 4.117e+05 238.8 1724.110 10.7256 0.0006 1.215 0 0.8560 0.3457 0.5103 "" "" 0 "" "" "" NOT_AVAILABLE 340.54585818546 2.12261265382 254.56874022718 -21.06839789629 100001 5757.00 5496.00 5795.00 1.7275 1.4179 1.9827 0.9180 0.7120 1.0031 200111 9.49 9.36 10.41 89.103 77.345 100.861 250.00290224600 1.3813 -43.44228882080 0.9366
14 250.188576 -43.402792 337.727 1380.35 11.642 0.001 1.32 0.002 1.165 0.004 1.573 0.018 2.4038 0.083388 0.073141 -0.040049 118.7 "Gaia DR2 5967635300049296640" 250.18762862714 0.3742 -43.40275794436 0.4316 1635721458409799680 5967635300049296640 898588510 2015.5 0.5422 0.6802 0.7971 -5.186 0.732 -3.316 0.692 0.0626 0.1078 -0.1675 -0.1048 -0.7474 -0.1160 -0.9037 -0.1201 0.7954 -0.0168 219 0 218 1 2.6920 272.75 0.926 2.2 31 0 0.1933 1.1393 0.0667 0.207 25 8 0.8357 0 28 0 221 433.7 1.478 293.350 19.0955 0.0037 20 104 13.41 7.758 20.3086 0.1400 22 947.3 38.76 24.438 17.3207 0.0444 2.424 0 2.9879 1.2132 1.7747 "" "" 0 "" "" "" NOT_AVAILABLE 340.66446575978 2.04833302137 254.70483107408 -21.00980686592 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 250.18765935700 11.3463 -43.40274366640 10.7368
15 250.134433 -43.379265 693.999 1169.46 11.734 0.002 0.462 0.002 0.028 0.002 0.723 0.003 1.8957 0.038633 0.035005 -0.016344 115.0 "Gaia DR2 5967636227756487040" 250.13512098156 0.0439 -43.37908625522 0.0348 1635721458409799680 5967636227756487040 504572638 2015.5 0.6094 0.0415 14.6955 1.152 0.086 -0.157 0.058 -0.1064 -0.1559 -0.5794 0.0500 -0.1026 0.1095 -0.8004 -0.1514 0.2442 -0.3048 278 278 268 10 7.8963 487.84 0.000 0 31 1 363.6743 1.6057 0.0074 0.046 32 12 0.059724 0 35 0 270 4.542e+05 204.8 2218.019 11.5452 0.0005 33 2.519e+05 382.3 658.870 11.8483 0.0016 33 2.996e+05 210.5 1423.052 11.0706 0.0008 1.214 0 0.7777 0.3031 0.4746 "" "" 0 "" "" "" NOT_AVAILABLE 340.65693901791 2.09260134899 254.66072285226 -20.99190135489 100001 6200.00 5720.00 6887.00 "" "" "" "" "" "" 200111 5.97 4.84 7.02 47.498 42.822 52.173 250.13511415700 1.3267 -43.37908558130 0.8927
16 250.101056 -43.335427 913.628 776.51 11.753 0.004 1.491 0.004 1.18 0.005 1.72 0.007 0.5820 0.029050 0.010133 0.027225 20.4 "Gaia DR2 5967636644390001408" 250.10088987321 0.0509 -43.33552636785 0.0412 1635721458409799680 5967636644390001408 878435898 2015.5 0.5460 0.0513 10.6387 1.657 0.100 -0.132 0.070 -0.0179 -0.1887 -0.5200 -0.0258 -0.2315 0.1170 -0.7915 -0.1680 0.3425 -0.3285 288 288 268 20 16.6760 859.34 0.103 4.5 31 0 66.4598 1.4160 0.0086 0.094 33 12 0.065476 0 38 0 297 7.159e+05 683 1048.115 11.0513 0.0010 35 2.2e+05 364.5 603.423 11.9955 0.0018 31 7.167e+05 656.5 1091.595 10.1236 0.0010 1.308 1 1.8719 0.9442 0.9277 -8.53 0.50 7 5000.0 2.5 0.0 NOT_AVAILABLE 340.67309268133 2.14010229400 254.62759088182 -20.95240681042 100002 4116.80 4000.49 4222.50 0.7315 0.3890 1.0630 0.3330 0.2370 0.5091 200111 23.85 22.67 25.26 147.194 128.307 166.081 250.10088006300 1.5443 -43.33552580060 1.0880
17 250.084989 -43.377791 1019.35 1156.25 11.773 0.002 0.547 0.002 0.143 0.002 0.83 0.003 0.6557 0.015232 -0.001304 -0.015176 184.9 "Gaia DR2 5967636094634145280" 250.08516546489 0.0405 -43.37792847589 0.0334 1635721458409799680 5967636094634145280 1270106990 2015.5 0.6241 0.0426 14.6449 1.895 0.080 -0.130 0.058 -0.1627 -0.1960 -0.4884 0.0493 -0.1040 0.1076 -0.7131 -0.1250 0.2158 -0.3910 267 267 250 17 7.3982 446.97 0.000 0 31 0 377.7995 1.5831 0.0074 0.007 30 12 0.056167 0 37 0 261 4.552e+05 207.9 2189.717 11.5429 0.0005 33 2.379e+05 327.5 726.641 11.9102 0.0015 30 3.216e+05 260.3 1235.349 10.9938 0.0009 1.229 1 0.9164 0.3673 0.5491 "" "" 0 "" "" "" NOT_AVAILABLE 340.63373418646 2.12056504041 254.62206289603 -20.99601886806 100002 5340.33 4959.12 5925.95 "" "" "" "" "" "" 200111 8.10 6.58 9.39 48.074 43.363 52.785 250.08515423800 1.2460 -43.37792791450 0.9010
18 250.092771 -43.353202 968.147 935.836 11.869 0.001 0.5 0.002 0.064 0.002 0.737 0.002 0.4672 0.010317 0.004198 0.009424 24.0 "Gaia DR2 5967636502634390016" 250.09273215651 0.0377 -43.35332815218 0.0309 1635721458409799680 5967636502634390016 914600029 2015.5 0.5251 0.0386 13.5904 1.896 0.079 -0.366 0.052 0.0196 -0.0932 -0.4726 -0.0627 -0.2010 0.0111 -0.7566 -0.1956 0.3256 -0.1895 265 265 259 6 6.3328 424.20 0.000 0 31 1 379.2389 1.5986 0.0073 0.102 30 12 0.053782 0 36 0 268 4.019e+05 196.6 2044.696 11.6780 0.0005 31 2.187e+05 372.8 586.657 12.0019 0.0019 28 2.708e+05 256.4 1056.065 11.1804 0.0010 1.218 0 0.8214 0.3239 0.4976 "" "" 0 "" "" "" NOT_AVAILABLE 340.65581714782 2.13274904642 254.62406940250 -20.97088073236 100001 5780.25 5614.67 5882.95 1.5213 1.2819 1.8103 0.7680 0.6127 0.9416 200111 7.57 7.30 8.02 57.567 51.310 63.824 250.09272093000 1.2225 -43.35332657730 0.8067
19 250.079 -43.257758 1058.76 80.299 11.873 0.002 1.584 0.008 1.105 0.014 1.615 0.003 3.2707 0.104932 -0.006710 0.104717 356.3 "Gaia DR2 5967650147767283840" 250.07774502841 0.0429 -43.25803519228 0.0363 1635721458409799680 5967650147767283840 68735096 2015.5 1.0210 0.0459 22.2417 -8.841 0.080 -8.344 0.062 0.0590 -0.2563 -0.4321 -0.1257 -0.3391 0.0712 -0.7645 -0.1312 0.4294 -0.2943 286 286 263 23 14.7955 759.78 0.000 1.6 31 0 407.3642 1.4470 0.0087 0.077 33 12 0.054065 0 35 0 268 5.475e+05 448.6 1220.535 11.3424 0.0009 32 1.861e+05 215.9 861.731 12.1773 0.0013 32 5.17e+05 384 1346.388 10.4781 0.0008 1.284 0 1.6992 0.8349 0.8643 "" "" 0 "" "" "" NOT_AVAILABLE 340.71999496801 2.20407083764 254.59771771869 -20.87817769704 100001 4181.00 4082.19 4366.98 0.9500 0.8355 1.0541 0.4623 0.4069 0.5031 200111 10.61 9.73 11.13 31.018 29.058 32.979 250.07779729900 1.2451 -43.25799926520 0.9605
20 250.157745 -43.389476 540.599 1260.99 12.028 0.002 0.441 0.002 0.005 0.002 0.708 0.003 2.9680 0.058487 0.052192 -0.026394 116.8 "Gaia DR2 5967635579238489088" 250.15877952891 0.0411 -43.38912390878 0.0343 1635721458409799680 5967635579238489088 263210789 2015.5 0.5706 0.0387 14.7553 1.504 0.089 -0.074 0.061 -0.2057 -0.1328 -0.5874 0.1782 -0.1199 0.2356 -0.7954 -0.1108 0.1860 -0.3944 244 244 238 6 6.2979 396.16 0.000 0 31 0 387.4492 1.6186 0.0072 0.019 28 11 0.064167 0 34 0 237 3.408e+05 72.35 4710.544 11.8571 0.0002 33 1.924e+05 232.8 826.310 12.1411 0.0013 34 2.231e+05 158.1 1410.883 11.3906 0.0008 1.219 0 0.7505 0.2839 0.4666 "" "" 0 "" "" "" NOT_AVAILABLE 340.66080617142 2.07307034221 254.68050167466 -20.99934545624 100001 6020.40 5752.65 6510.69 "" "" "" "" "" "" 200111 5.87 5.02 6.43 40.850 36.762 44.938 250.15877061700 1.3744 -43.38912359120 0.9390
21 250.018676 -43.389647 1455.71 1262.52 12.207 0.002 1.702 0.002 1.868 0.007 1.944 0.004 1.7390 0.056893 -0.049846 -0.027427 241.2 "Gaia DR2 5967647806988318848" 250.01836636541 0.0477 -43.39015901868 0.0389 1635721458409799680 5967647806988318848 1081668423 2015.5 0.8741 0.0517 16.9138 -12.668 0.093 -13.947 0.065 -0.0375 -0.1545 -0.4468 -0.0761 -0.1265 -0.0220 -0.7083 -0.1976 0.2912 -0.2316 296 296 271 25 18.2326 945.53 0.117 5.6 31 0 55.1718 1.3832 0.0093 0.061 33 12 0.059288 0 35 0 289 5.33e+05 567.6 939.050 11.3716 0.0012 34 1.448e+05 254.4 569.331 12.4491 0.0019 32 5.678e+05 400.6 1417.374 10.3764 0.0008 1.337 1 2.0728 1.0776 0.9952 -19.87 0.20 5 4500.0 3.0 0.0 NOT_AVAILABLE 340.59235957868 2.14879524889 254.57251667173 -21.01517683146 100002 3951.86 3811.38 4089.42 1.5153 1.3380 1.7447 0.7310 0.6470 0.8551 200111 14.69 13.72 15.79 47.412 43.592 51.232 250.01844142400 1.4469 -43.39009896950 1.0075
22 250.147769 -43.395562 606.245 1315.54 12.232 0.002 0.444 0.002 -0.003 0.002 0.704 0.003 2.8183 0.055463 0.044919 -0.032532 125.9 "Gaia DR2 5967635471842245120" 250.14877730482 0.0457 -43.39526838230 0.0346 1635721458409799680 5967635471842245120 958051448 2015.5 0.5839 0.0433 13.4873 1.726 0.090 -0.274 0.058 0.0895 -0.0677 -0.5476 -0.1181 -0.1883 -0.0302 -0.7784 -0.2071 0.2772 -0.2334 256 256 255 1 2.0540 298.05 0.000 0 31 1 363.3792 1.6303 0.0076 0.100 30 11 0.060774 0 33 0 263 2.837e+05 121.6 2333.130 12.0561 0.0005 33 1.6e+05 292.6 546.611 12.3414 0.0020 31 1.844e+05 210.9 874.553 11.5974 0.0012 1.214 0 0.7440 0.2853 0.4587 "" "" 0 "" "" "" NOT_AVAILABLE 340.65138281649 2.07444852166 254.67375008723 -21.00647669536 100001 6155.26 5855.76 6575.79 "" "" "" "" "" "" 200111 5.00 4.38 5.53 32.352 28.925 35.779 250.14876708000 1.4031 -43.39526720170 0.9000
23 249.996432 -43.346803 1602.08 878.478 12.25 0.001 0.611 0.001 0.128 0.002 0.932 0.003 1.5291 0.067860 -0.066054 0.015552 283.2 "Gaia DR2 5967648120543287296" 249.99612626802 19.8179 -43.34716491303 23.6233 1635721458409799680 5967648120543287296 1621759759 2015.5 "" "" "" "" "" "" "" -0.9958 "" "" "" "" "" "" "" "" "" 53 0 53 0 12.3666 297.46 2.567 25 3 0 0.1257 "" "" 0.024 6 3 1.3214e+05 0 6 0 53 831.4 14.23 58.433 18.3888 0.0186 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 340.61381589564 2.18941747684 254.54867591408 -20.97499647553 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 249.99612626800 19.8179 -43.34716491300 23.6233
24 249.940818 -43.44902 1968.03 1794.73 12.296 0.001 1.735 0.006 "" "" 2.016 0.006 3.0958 0.137585 -0.106395 -0.087234 230.7 "Gaia DR2 5967641484796430720" 249.94040470121 0.0470 -43.44989314131 0.0381 1635721458409799680 5967641484796430720 570503323 2015.5 1.1180 0.0503 22.2296 -2.402 0.091 -14.738 0.063 -0.0455 -0.1704 -0.4676 -0.0630 -0.1101 -0.0059 -0.7354 -0.2076 0.3025 -0.2341 302 302 281 21 17.6590 932.01 0.100 4.2 31 0 70.7708 1.3685 0.0088 0.062 34 12 0.058321 0 36 0 299 5.106e+05 608.3 839.514 11.4181 0.0013 35 1.324e+05 231.5 571.700 12.5470 0.0019 35 5.568e+05 563.7 987.839 10.3976 0.0011 1.350 0 2.1493 1.1289 1.0204 11.64 0.27 7 4500.0 3.0 0.0 NOT_AVAILABLE 340.51003751717 2.15149954631 254.52183080668 -21.08253441538 100001 3871.00 3707.84 3982.00 1.7515 1.4905 2.1334 0.8530 0.7500 1.0840 200111 12.04 11.38 13.12 29.326 27.515 31.136 249.94041894600 1.4063 -43.44982968510 0.9711
